"motusRecvID","recvProjectID","receiverID","recvDeployID","port","radioType","antennaType","bearing","magneticBearing","trueBearing","tilt","polBearing","polTilt","heightMeters","filter","cableLengthMeters","cableType","mountDistanceMeters","mountBearing","details","elevationAngle","polarization1","polarization2","deploymentStatus"
"435","1","SG-5113BBBK2972","1124","3","","yagi-9-laird","100.0","100.0","90.44327","","","","5.6","","","","","","","","","","terminated"
"435","1","SG-5113BBBK2972","1503","1","","yagi-9-laird","0.0","0.0","350.45547","","","","","","","","","","","","","","terminated"
"435","1","SG-5113BBBK2972","1503","2","","yagi-9-laird","240.0","240.0","230.45549","","","","","","","","","","","","","","terminated"
"435","1","SG-5113BBBK2972","1503","3","","yagi-9-laird","120.0","120.0","110.45548","","","","","","","","","","","","","","terminated"
"435","1","SG-5113BBBK2972","2549","1","","yagi-9-laird","290.0","290.0","280.42743","","","","25.0","","","","","","","","","","active"
"435","1","SG-5113BBBK2972","2549","2","","yagi-9-laird","200.0","200.0","190.42743","","","","24.5","","","","","","","","","","active"
"435","1","SG-5113BBBK2972","2549","3","","yagi-9-laird","110.0","110.0","100.42742","","","","24.0","","","","","","","","","","active"
"435","1","SG-5113BBBK2972","2549","4","","yagi-9-laird","20.0","20.0","10.4274235","","","","23.5","","","","","","","","","","active"
"436","1","SG-5113BBBK2853","635","1","","yagi-9-laird","0.0","0.0","","","","","6.0","","7.62","","","","","","","","terminated"
"436","1","SG-5113BBBK2853","635","2","","yagi-9-laird","240.0","240.0","","","","","5.6","","7.62","","","","","","","","terminated"
"436","1","SG-5113BBBK2853","635","3","","yagi-9-laird","120.0","120.0","","","","","5.2","","7.62","","","","","","","","terminated"
"436","1","SG-5113BBBK2853","747","1","","yagi-9-laird","355.0","355.0","","","","","6.0","","7.62","","","","","","","","terminated"
"436","1","SG-5113BBBK2853","747","2","","yagi-9-laird","260.0","260.0","","","","","5.6","","7.62","","","","","","","","terminated"
"436","1","SG-5113BBBK2853","747","3","","yagi-9-laird","55.0","55.0","","","","","5.2","","7.62","","","","","","","","terminated"
"436","1","SG-5113BBBK2853","2146","1","","yagi-9-laird","0.0","0.0","350.4678","","","","","","","","","","","","","","active"
"436","1","SG-5113BBBK2853","2146","2","","yagi-9-laird","270.0","270.0","260.4678","","","","","","","","","","","","","","active"
"436","1","SG-5113BBBK2853","2146","3","","yagi-9-laird","180.0","180.0","170.46779","","","","","","","","","","","","","","active"
"436","1","SG-5113BBBK2853","2146","4","","yagi-9-laird","90.0","90.0","80.46779","","","","","","","","","","","","","","active"
"437","1","SG-5113BBBK2819","636","1","","yagi-9-laird","0.0","0.0","351.10278","","","","6.0","","7.6","","","","","","","","terminated"
"437","1","SG-5113BBBK2819","636","2","","yagi-9-laird","240.0","240.0","231.10278","","","","5.6","","7.6","","","","","","","","terminated"
"437","1","SG-5113BBBK2819","636","3","","yagi-9-laird","120.0","120.0","111.10278","","","","5.2","","7.6","","","","","","","","terminated"
"437","1","SG-5113BBBK2819","738","1","","yagi-9-laird","0.0","0.0","351.09708","","","","6.0","","7.6","","","","","","","","terminated"
"437","1","SG-5113BBBK2819","738","2","","yagi-9-laird","270.0","270.0","261.09708","","","","5.6","","7.6","","","","","","","","terminated"
"437","1","SG-5113BBBK2819","738","3","","yagi-9-laird","130.0","130.0","121.09706","","","","5.2","","7.6","","","","","","","","terminated"
"437","1","SG-5113BBBK2819","744","1","","yagi-9-laird","0.0","0.0","","","","","6.0","","7.62","","","","","","","","terminated"
"437","1","SG-5113BBBK2819","744","2","","yagi-9-laird","245.0","245.0","","","","","5.6","","7.62","","","","","","","","terminated"
"437","1","SG-5113BBBK2819","744","3","","yagi-9-laird","100.0","100.0","","","","","5.2","","7.62","","","","","","","","terminated"
"437","1","SG-5113BBBK2819","2030","1","","yagi-9-laird","0.0","0.0","","","","","4.5","","7.62","","","","","","","","terminated"
"437","1","SG-5113BBBK2819","2030","2","","yagi-9-laird","245.0","245.0","","","","","4.3","","7.62","","","","","","","","terminated"
"437","1","SG-5113BBBK2819","2030","3","","yagi-9-laird","100.0","100.0","","","","","4.1","","7.62","","","","","","","","terminated"
"437","1","SG-5113BBBK2819","2145","1","","yagi-9-laird","0.0","0.0","","","","","6.0","","","","","","","","","","terminated"
"437","1","SG-5113BBBK2819","2145","2","","yagi-9-laird","245.0","245.0","","","","","5.8","","","","","","","","","","terminated"
"437","1","SG-5113BBBK2819","2145","3","","yagi-9-laird","100.0","100.0","","","","","5.6","","","","","","","","","","terminated"
"438","1","SG-5113BBBK1653","637","1","","yagi-9-laird","0.0","0.0","","","","","6.0","","7.62","","","","","","","","terminated"
"438","1","SG-5113BBBK1653","637","2","","yagi-9-laird","240.0","240.0","","","","","5.6","","7.62","","","","","","","","terminated"
"438","1","SG-5113BBBK1653","637","3","","yagi-9-laird","120.0","120.0","","","","","5.2","","7.62","","","","","","","","terminated"
"438","1","SG-5113BBBK1653","758","1","","yagi-9-laird","0.0","0.0","","","","","6.0","","7.62","","","","","","","","terminated"
"438","1","SG-5113BBBK1653","758","2","","yagi-9-laird","255.0","255.0","","","","","5.8","","7.62","","","","","","","","terminated"
"438","1","SG-5113BBBK1653","758","3","","yagi-9-laird","110.0","110.0","","","","","5.6","","7.62","","","","","","","","terminated"
"438","1","SG-5113BBBK1653","2004","1","","yagi-9-laird","0.0","0.0","","","","","","","","","","","","","","","terminated"
"438","1","SG-5113BBBK1653","2004","2","","yagi-9-laird","260.0","260.0","","","","","","","","","","","","","","","terminated"
"438","1","SG-5113BBBK1653","2004","3","","yagi-9-laird","105.0","105.0","","","","","","","","","","","","","","","terminated"
"438","1","SG-5113BBBK1653","2144","1","","yagi-9-laird","0.0","0.0","","","","","6.0","","","","","","","","","","terminated"
"438","1","SG-5113BBBK1653","2144","2","","yagi-9-laird","260.0","260.0","","","","","5.8","","","","","","","","","","terminated"
"438","1","SG-5113BBBK1653","2144","3","","yagi-9-laird","105.0","105.0","","","","","5.6","","","","","","","","","","terminated"
"438","1","SG-5113BBBK1653","3731","2","","yagi-9-laird","260.0","260.0","","","","","5.8","","","","","","","","","","terminated"
"438","1","SG-5113BBBK1653","3731","3","","yagi-9-laird","105.0","105.0","","","","","5.6","","","","","","","","","","terminated"
"438","1","SG-5113BBBK1653","3982","1","","yagi-9-laird","0.0","0.0","","","","","6.0","","","","","","","","","","active"
"438","1","SG-5113BBBK1653","3982","2","","yagi-9-laird","260.0","260.0","","","","","5.8","","","","","","","","","","active"
"438","1","SG-5113BBBK1653","3982","3","","yagi-9-laird","105.0","105.0","","","","","5.6","","","","","","","","","","active"
"439","2","SG-1614BBBK1591","703","1","","yagi-9-laird","80.0","80.0","","","","","5.0","","","","","","","","","","terminated"
"439","2","SG-1614BBBK1591","703","2","","yagi-9-laird","240.0","240.0","","","","","4.8","","","","","","","","","","terminated"
"439","2","SG-1614BBBK1591","703","3","","yagi-9-laird","330.0","330.0","","","","","4.6","","","","","","","","","","terminated"
"439","2","SG-1614BBBK1591","2245","1","","yagi-9-laird","80.0","80.0","","","","","3.6","","","","","","","","","","terminated"
"439","2","SG-1614BBBK1591","2245","2","","yagi-9-laird","240.0","240.0","","","","","3.4","","","","","","","","","","terminated"
"439","2","SG-1614BBBK1591","2245","3","","yagi-9-laird","330.0","330.0","","","","","3.2","","","","","","","","","","terminated"
"439","2","SG-1614BBBK1591","2260","1","","yagi-9-laird","80.0","80.0","","","","","5.0","","","","","","","","","","terminated"
"439","2","SG-1614BBBK1591","2260","2","","yagi-9-laird","240.0","240.0","","","","","4.8","","","","","","","","","","terminated"
"439","2","SG-1614BBBK1591","2260","3","","yagi-9-laird","330.0","330.0","","","","","4.6","","","","","","","","","","terminated"
"440","2","SG-1614BBBK1595","696","1","","yagi-9-laird","255.0","255.0","","","","","6.0","","","","","","","","","","terminated"
"440","2","SG-1614BBBK1595","696","2","","yagi-9-laird","80.0","80.0","","","","","5.8","","","","","","","","","","terminated"
"440","2","SG-1614BBBK1595","696","3","","yagi-9-laird","160.0","160.0","","","","","5.6","","","","","","","","","","terminated"
"440","2","SG-1614BBBK1595","2244","1","","yagi-9-laird","255.0","255.0","","","","","3.6","","","","","","","","","","terminated"
"440","2","SG-1614BBBK1595","2244","2","","yagi-9-laird","80.0","80.0","","","","","3.4","","","","","","","","","","terminated"
"440","2","SG-1614BBBK1595","2244","3","","yagi-9-laird","160.0","160.0","","","","","3.2","","","","","","","","","","terminated"
"440","2","SG-1614BBBK1595","2282","1","","yagi-9-laird","255.0","255.0","","","","","6.0","","","","","","","","","","terminated"
"440","2","SG-1614BBBK1595","2282","2","","yagi-9-laird","80.0","80.0","","","","","5.8","","","","","","","","","","terminated"
"440","2","SG-1614BBBK1595","2282","3","","yagi-9-laird","160.0","160.0","","","","","5.6","","","","","","","","","","terminated"
"441","2","SG-1614BBBK1603","694","1","","yagi-9-laird","290.0","290.0","","","","","6.0","","","","","","","","","","terminated"
"441","2","SG-1614BBBK1603","694","2","","yagi-9-laird","135.0","135.0","","","","","5.8","","","","","","","","","","terminated"
"441","2","SG-1614BBBK1603","694","3","","yagi-9-laird","50.0","50.0","","","","","5.5","","","","","","","","","","terminated"
"441","2","SG-1614BBBK1603","2190","1","","yagi-9-laird","290.0","290.0","","","","","3.6","","","","","","","","","","terminated"
"441","2","SG-1614BBBK1603","2190","2","","yagi-9-laird","135.0","135.0","","","","","3.4","","","","","","","","","","terminated"
"441","2","SG-1614BBBK1603","2190","3","","yagi-9-laird","50.0","50.0","","","","","3.2","","","","","","","","","","terminated"
"441","2","SG-1614BBBK1603","2191","1","","yagi-9-laird","290.0","290.0","","","","","6.0","","","","","","","","","","terminated"
"441","2","SG-1614BBBK1603","2191","2","","yagi-9-laird","135.0","135.0","","","","","5.8","","","","","","","","","","terminated"
"441","2","SG-1614BBBK1603","2191","3","","yagi-9-laird","50.0","50.0","","","","","5.6","","","","","","","","","","terminated"
"441","2","SG-1614BBBK1603","2673","1","","yagi-9-laird","290.0","290.0","","","","","4.0","","","","","","","","","","terminated"
"441","2","SG-1614BBBK1603","2673","2","","yagi-9-laird","135.0","135.0","","","","","3.8","","","","","","","","","","terminated"
"441","2","SG-1614BBBK1603","2673","3","","yagi-9-laird","50.0","50.0","","","","","3.6","","","","","","","","","","terminated"
"441","2","SG-1614BBBK1603","2979","1","","yagi-9-laird","290.0","290.0","","","","","6.0","","","","","","","","","","terminated"
"441","2","SG-1614BBBK1603","2979","2","","yagi-9-laird","135.0","135.0","","","","","5.8","","","","","","","","","","terminated"
"441","2","SG-1614BBBK1603","2979","3","","yagi-9-laird","50.0","50.0","","","","","5.6","","","","","","","","","","terminated"
"441","2","SG-1614BBBK1603","3293","1","","yagi-9-laird","280.0","280.0","","","","","6.0","","","","","","","","","","terminated"
"441","2","SG-1614BBBK1603","3293","2","","yagi-9-laird","180.0","180.0","","","","","5.8","","","","","","","","","","terminated"
"441","2","SG-1614BBBK1603","3293","3","","yagi-9-laird","50.0","50.0","","","","","5.6","","","","","","","","","","terminated"
"441","2","SG-1614BBBK1603","3656","1","","yagi-9-laird","280.0","280.0","","","","","4.0","","","","","","","","","","terminated"
"441","2","SG-1614BBBK1603","3656","2","","yagi-9-laird","180.0","180.0","","","","","3.8","","","","","","","","","","terminated"
"441","2","SG-1614BBBK1603","3921","1","","yagi-9-laird","280.0","280.0","262.5397","","","","6.0","","","","","","","","","","terminated"
"441","2","SG-1614BBBK1603","3921","2","","yagi-9-laird","180.0","180.0","162.5397","","","","5.8","","","","","","","","","","terminated"
"441","2","SG-1614BBBK1603","3921","3","","yagi-9-laird","50.0","50.0","32.53971","","","","5.6","","","","","","","","","","terminated"
"441","2","SG-1614BBBK1603","4424","1","","yagi-9-laird","280.0","280.0","262.6178","","","","4.0","","","","","","","","","","active"
"441","2","SG-1614BBBK1603","4424","2","","yagi-9-laird","180.0","180.0","162.6178","","","","3.8","","","","","","","","","","active"
"442","2","SG-1614BBBK1612","704","1","","yagi-9-laird","55.0","55.0","","","","","9.0","","","","","","","","","","terminated"
"442","2","SG-1614BBBK1612","704","2","","yagi-9-laird","230.0","230.0","","","","","8.6","","","","","","","","","","terminated"
"442","2","SG-1614BBBK1612","2246","1","","yagi-9-laird","55.0","55.0","","","","","4.0","","","","","","","","","","terminated"
"442","2","SG-1614BBBK1612","2246","2","","yagi-9-laird","230.0","230.0","","","","","3.8","","","","","","","","","","terminated"
"442","2","SG-1614BBBK1612","2261","1","","yagi-9-laird","55.0","55.0","","","","","6.0","","","","","","","","","","terminated"
"442","2","SG-1614BBBK1612","2261","2","","yagi-9-laird","250.0","250.0","","","","","5.5","","","","","","","","","","terminated"
"442","2","SG-1614BBBK1612","2723","1","","yagi-9-laird","80.0","80.0","62.461884","","","","6.0","","","","","","","","","","terminated"
"442","2","SG-1614BBBK1612","2723","2","","yagi-9-laird","240.0","240.0","222.46188","","","","5.8","","","","","","","","","","terminated"
"442","2","SG-1614BBBK1612","2723","3","","yagi-9-laird","330.0","330.0","312.46188","","","","5.6","","","","","","","","","","terminated"
"442","2","SG-1614BBBK1612","2724","1","","yagi-9-laird","80.0","80.0","62.487755","","","","4.0","","","","","","","","","","terminated"
"442","2","SG-1614BBBK1612","2724","2","","yagi-9-laird","240.0","240.0","222.48776","","","","3.8","","","","","","","","","","terminated"
"442","2","SG-1614BBBK1612","2724","3","","yagi-9-laird","330.0","330.0","312.48776","","","","3.6","","","","","","","","","","terminated"
"442","2","SG-1614BBBK1612","2925","1","","yagi-9-laird","80.0","80.0","62.52923","","","","6.0","","","","","","","","","","terminated"
"442","2","SG-1614BBBK1612","2925","2","","yagi-9-laird","240.0","240.0","222.52924","","","","5.8","","","","","","","","","","terminated"
"442","2","SG-1614BBBK1612","2925","3","","yagi-9-laird","330.0","330.0","312.52924","","","","5.6","","","","","","","","","","terminated"
"443","2","SG-1614BBBK1613","730","1","","yagi-9-laird","20.0","20.0","","","","","6.0","","","","","","","","","","terminated"
"443","2","SG-1614BBBK1613","730","2","","yagi-9-laird","135.0","135.0","","","","","5.8","","","","","","","","","","terminated"
"443","2","SG-1614BBBK1613","730","3","","yagi-9-laird","75.0","75.0","","","","","5.6","","","","","","","","","","terminated"
"443","2","SG-1614BBBK1613","2194","1","","yagi-9-laird","20.0","20.0","","","","","3.6","","","","","","","","","","terminated"
"443","2","SG-1614BBBK1613","2194","2","","yagi-9-laird","135.0","135.0","","","","","3.4","","","","","","","","","","terminated"
"443","2","SG-1614BBBK1613","2194","3","","yagi-9-laird","75.0","75.0","","","","","3.2","","","","","","","","","","terminated"
"443","2","SG-1614BBBK1613","2262","1","","yagi-9-laird","20.0","20.0","","","","","6.0","","","","","","","","","","terminated"
"443","2","SG-1614BBBK1613","2262","2","","yagi-9-laird","135.0","135.0","","","","","5.8","","","","","","","","","","terminated"
"443","2","SG-1614BBBK1613","2262","3","","yagi-9-laird","75.0","75.0","","","","","5.6","","","","","","","","","","terminated"
"443","2","SG-1614BBBK1613","2689","1","","yagi-9-laird","20.0","20.0","","","","","4.0","","","","","","","","","","terminated"
"443","2","SG-1614BBBK1613","2689","2","","yagi-9-laird","135.0","135.0","","","","","3.8","","","","","","","","","","terminated"
"443","2","SG-1614BBBK1613","2689","3","","yagi-9-laird","75.0","75.0","","","","","3.6","","","","","","","","","","terminated"
"443","2","SG-1614BBBK1613","3019","1","","yagi-9-laird","20.0","20.0","","","","","6.0","","","","","","","","","","terminated"
"443","2","SG-1614BBBK1613","3019","2","","yagi-9-laird","140.0","140.0","","","","","5.8","","","","","","","","","","terminated"
"443","2","SG-1614BBBK1613","3019","3","","yagi-9-laird","75.0","75.0","","","","","5.6","","","","","","","","","","terminated"
"443","2","SG-1614BBBK1613","3661","1","","yagi-9-laird","20.0","20.0","","","","","4.0","","","","","","","","","","terminated"
"443","2","SG-1614BBBK1613","3661","2","","yagi-9-laird","140.0","140.0","","","","","3.8","","","","","","","","","","terminated"
"443","2","SG-1614BBBK1613","3911","1","","yagi-9-laird","20.0","20.0","3.3131828","","","","4.0","","","","","","","","","","terminated"
"443","2","SG-1614BBBK1613","3911","2","","yagi-9-laird","140.0","140.0","123.31318","","","","3.8","","","","","","","","","","terminated"
"443","2","SG-1614BBBK1613","3911","3","","yagi-9-laird","70.0","70.0","53.313183","","","","3.6","","","","","","","","","","terminated"
"443","2","SG-1614BBBK1613","4417","1","","yagi-9-laird","20.0","20.0","","","","","4.0","","","","","","","","","","active"
"443","2","SG-1614BBBK1613","4417","2","","yagi-9-laird","140.0","140.0","","","","","3.8","","","","","","","","","","active"
"444","2","SG-1614BBBK1615","714","1","","yagi-9-laird","60.0","60.0","","","","","6.0","","","","","","","","","","terminated"
"444","2","SG-1614BBBK1615","714","2","","yagi-9-laird","220.0","220.0","","","","","5.8","","","","","","","","","","terminated"
"444","2","SG-1614BBBK1615","714","3","","yagi-9-laird","140.0","140.0","","","","","5.6","","","","","","","","","","terminated"
"444","2","SG-1614BBBK1615","2197","1","","yagi-9-laird","60.0","60.0","","","","","3.6","","","","","","","","","","terminated"
"444","2","SG-1614BBBK1615","2197","2","","yagi-9-laird","220.0","220.0","","","","","3.4","","","","","","","","","","terminated"
"444","2","SG-1614BBBK1615","2197","3","","yagi-9-laird","140.0","140.0","","","","","3.2","","","","","","","","","","terminated"
"444","2","SG-1614BBBK1615","2198","1","","yagi-9-laird","70.0","70.0","","","","","6.0","","","","","","","","","","terminated"
"444","2","SG-1614BBBK1615","2198","2","","yagi-9-laird","225.0","225.0","","","","","5.8","","","","","","","","","","terminated"
"444","2","SG-1614BBBK1615","2198","3","","yagi-9-laird","160.0","160.0","","","","","5.6","","","","","","","","","","terminated"
"445","2","SG-1614BBBK1617","705","1","","yagi-9-laird","30.0","30.0","","","","","6.0","","","","","","","","","","terminated"
"445","2","SG-1614BBBK1617","705","2","","yagi-9-laird","265.0","265.0","","","","","5.8","","","","","","","","","","terminated"
"445","2","SG-1614BBBK1617","705","3","","yagi-9-laird","330.0","330.0","","","","","5.6","","","","","","","","","","terminated"
"445","2","SG-1614BBBK1617","2248","1","","yagi-9-laird","30.0","30.0","","","","","3.6","","","","","","","","","","terminated"
"445","2","SG-1614BBBK1617","2248","2","","yagi-9-laird","265.0","265.0","","","","","3.4","","","","","","","","","","terminated"
"445","2","SG-1614BBBK1617","2248","3","","yagi-9-laird","330.0","330.0","","","","","3.2","","","","","","","","","","terminated"
"445","2","SG-1614BBBK1617","2263","1","","yagi-9-laird","30.0","30.0","","","","","6.0","","","","","","","","","","terminated"
"445","2","SG-1614BBBK1617","2263","2","","yagi-9-laird","265.0","265.0","","","","","5.8","","","","","","","","","","terminated"
"445","2","SG-1614BBBK1617","2263","3","","yagi-9-laird","330.0","330.0","","","","","5.6","","","","","","","","","","terminated"
"445","2","SG-1614BBBK1617","2678","1","","yagi-9-laird","0.0","0.0","342.95084","","","","6.0","","","","","","","","","","terminated"
"445","2","SG-1614BBBK1617","2678","2","","yagi-9-laird","120.0","120.0","102.95084","","","","5.8","","","","","","","","","","terminated"
"445","2","SG-1614BBBK1617","2678","3","","yagi-9-laird","240.0","240.0","222.95084","","","","5.6","","","","","","","","","","terminated"
"445","2","SG-1614BBBK1617","2679","1","","yagi-9-laird","0.0","0.0","342.95612","","","","4.0","","","","","","","","","","terminated"
"445","2","SG-1614BBBK1617","2679","2","","yagi-9-laird","120.0","120.0","102.956116","","","","3.8","","","","","","","","","","terminated"
"445","2","SG-1614BBBK1617","2679","3","","yagi-9-laird","240.0","240.0","222.95612","","","","3.6","","","","","","","","","","terminated"
"445","2","SG-1614BBBK1617","3022","1","","yagi-9-laird","0.0","0.0","343.00186","","","","6.0","","","","","","","","","","terminated"
"445","2","SG-1614BBBK1617","3022","2","","yagi-9-laird","110.0","110.0","93.00186","","","","5.8","","","","","","","","","","terminated"
"445","2","SG-1614BBBK1617","3022","3","","yagi-9-laird","230.0","230.0","213.00186","","","","5.6","","","","","","","","","","terminated"
"445","2","SG-1614BBBK1617","3302","1","","yagi-9-laird","0.0","0.0","343.0287","","","","6.0","","","","","","","","","","terminated"
"445","2","SG-1614BBBK1617","3302","2","","yagi-9-laird","160.0","160.0","143.0287","","","","5.8","","","","","","","","","","terminated"
"445","2","SG-1614BBBK1617","3302","3","","yagi-9-laird","240.0","240.0","223.0287","","","","5.6","","","","","","","","","","terminated"
"445","2","SG-1614BBBK1617","3665","1","","yagi-9-laird","0.0","0.0","343.0709","","","","4.0","","","","","","","","","","terminated"
"445","2","SG-1614BBBK1617","3665","2","","yagi-9-laird","160.0","160.0","143.07089","","","","3.8","","","","","","","","","","terminated"
"445","2","SG-1614BBBK1617","3907","1","","yagi-9-laird","0.0","0.0","343.11063","","","","4.0","","","","","","","","","","terminated"
"445","2","SG-1614BBBK1617","3907","2","","yagi-9-laird","160.0","160.0","143.11063","","","","3.8","","","","","","","","","","terminated"
"445","2","SG-1614BBBK1617","3907","3","","yagi-9-laird","240.0","240.0","223.11063","","","","3.6","","","","","","","","","","terminated"
"445","2","SG-1614BBBK1617","4409","2","","yagi-9-laird","160.0","160.0","143.18045","","","","3.8","","","","","","","","","","active"
"445","2","SG-1614BBBK1617","4409","3","","yagi-9-laird","240.0","240.0","223.18045","","","","3.6","","","","","","","","","","active"
"446","2","SG-1614BBBK1618","702","1","","yagi-9-laird","10.0","10.0","","","","","6.0","","","","","","","","","","terminated"
"446","2","SG-1614BBBK1618","702","2","","yagi-9-laird","70.0","70.0","","","","","5.8","","","","","","","","","","terminated"
"446","2","SG-1614BBBK1618","702","3","","yagi-9-laird","145.0","145.0","","","","","5.6","","","","","","","","","","terminated"
"446","2","SG-1614BBBK1618","2321","1","","yagi-9-laird","10.0","10.0","","","","","3.6","","","","","","","","","","terminated"
"446","2","SG-1614BBBK1618","2321","2","","yagi-9-laird","70.0","70.0","","","","","3.4","","","","","","","","","","terminated"
"446","2","SG-1614BBBK1618","2321","3","","yagi-9-laird","145.0","145.0","","","","","3.2","","","","","","","","","","terminated"
"447","2","SG-1614BBBK1634","693","1","","yagi-9-laird","10.0","10.0","","","","","6.0","","","","","","","","","","terminated"
"447","2","SG-1614BBBK1634","693","2","","yagi-9-laird","190.0","190.0","","","","","5.8","","","","","","","","","","terminated"
"447","2","SG-1614BBBK1634","2174","1","","yagi-9-laird","80.0","80.0","","","","","6.0","","","","","","","","","","terminated"
"447","2","SG-1614BBBK1634","2174","2","","yagi-9-laird","280.0","280.0","","","","","5.8","","","","","","","","","","terminated"
"447","2","SG-1614BBBK1634","2707","1","","yagi-9-laird","80.0","80.0","","","","","4.0","","","","","","","","","","terminated"
"447","2","SG-1614BBBK1634","2707","2","","yagi-9-laird","280.0","280.0","","","","","3.8","","","","","","","","","","terminated"
"447","2","SG-1614BBBK1634","2940","1","","yagi-9-laird","80.0","80.0","","","","","6.0","","","","","","","","","","terminated"
"447","2","SG-1614BBBK1634","2940","2","","yagi-9-laird","280.0","280.0","","","","","5.4","","","","","","","","","","terminated"
"447","2","SG-1614BBBK1634","3652","1","","yagi-9-laird","80.0","80.0","62.133976","","","","4.0","","","","","","","","","","active"
"447","2","SG-1614BBBK1634","3652","2","","yagi-9-laird","280.0","280.0","262.13397","","","","3.8","","","","","","","","","","active"
"448","2","SG-1614BBBK1635","708","1","","yagi-9-laird","85.0","85.0","67.81956","","","","9.0","","","","","","","","","","terminated"
"448","2","SG-1614BBBK1635","708","2","","yagi-9-laird","215.0","215.0","197.81955","","","","8.6","","","","","","","","","","terminated"
"448","2","SG-1614BBBK1635","2250","1","","yagi-9-laird","85.0","85.0","67.87446","","","","4.0","","","","","","","","","","terminated"
"448","2","SG-1614BBBK1635","2250","2","","yagi-9-laird","215.0","215.0","197.87445","","","","3.8","","","","","","","","","","terminated"
"448","2","SG-1614BBBK1635","2264","1","","yagi-9-laird","85.0","85.0","67.9314","","","","9.0","","","","","","","","","","terminated"
"448","2","SG-1614BBBK1635","2264","2","","yagi-9-laird","215.0","215.0","197.9314","","","","8.6","","","","","","","","","","terminated"
"448","2","SG-1614BBBK1635","2684","1","","yagi-9-laird","85.0","85.0","67.9885","","","","4.0","","","","","","","","","","terminated"
"448","2","SG-1614BBBK1635","2684","2","","yagi-9-laird","215.0","215.0","197.98851","","","","3.8","","","","","","","","","","terminated"
"448","2","SG-1614BBBK1635","2938","1","","yagi-9-laird","85.0","85.0","68.02049","","","","9.0","","","","","","","","","","terminated"
"448","2","SG-1614BBBK1635","2938","2","","yagi-9-laird","215.0","215.0","198.0205","","","","8.6","","","","","","","","","","terminated"
"448","2","SG-1614BBBK1635","3301","1","","yagi-9-laird","85.0","85.0","68.060684","","","","9.0","","","","","","","","","","terminated"
"448","2","SG-1614BBBK1635","3301","2","","yagi-9-laird","240.0","240.0","223.06068","","","","8.7","","","","","","","","","","terminated"
"448","2","SG-1614BBBK1635","3666","1","","yagi-9-laird","85.0","85.0","","","","","4.0","","","","","","","","","","terminated"
"448","2","SG-1614BBBK1635","3666","2","","yagi-9-laird","240.0","240.0","","","","","3.8","","","","","","","","","","terminated"
"448","2","SG-1614BBBK1635","3906","1","","yagi-9-laird","85.0","85.0","68.142166","","","","6.0","","","","","","","","","","active"
"448","2","SG-1614BBBK1635","3906","1","","yagi-9-laird","240.0","240.0","223.14217","","","","5.8","","","","","","","","","","active"
"449","2","SG-1614BBBK1638","692","1","","yagi-9-laird","330.0","330.0","","","","","10.0","","","","","","","","","","terminated"
"449","2","SG-1614BBBK1638","692","2","","yagi-9-laird","150.0","150.0","","","","","9.0","","","","","","","","","","terminated"
"449","2","SG-1614BBBK1638","2175","1","","yagi-9-laird","90.0","90.0","","","","","10.0","","","","","","","","","","terminated"
"449","2","SG-1614BBBK1638","2175","2","","yagi-9-laird","270.0","270.0","","","","","9.0","","","","","","","","","","terminated"
"449","2","SG-1614BBBK1638","2706","1","","yagi-9-laird","90.0","90.0","","","","","5.0","","","","","","","","","","terminated"
"449","2","SG-1614BBBK1638","2706","2","","yagi-9-laird","270.0","270.0","","","","","4.0","","","","","","","","","","terminated"
"449","2","SG-1614BBBK1638","2942","1","","yagi-9-laird","90.0","90.0","","","","","10.0","","","","","","","","","","terminated"
"449","2","SG-1614BBBK1638","2942","2","","yagi-9-laird","270.0","270.0","","","","","9.0","","","","","","","","","","terminated"
"449","2","SG-1614BBBK1638","3045","1","","yagi-9-laird","90.0","90.0","","","","","10.0","","","","","","","","","","terminated"
"449","2","SG-1614BBBK1638","3045","2","","yagi-9-laird","270.0","270.0","","","","","9.0","","","","","","","","","","terminated"
"450","2","SG-1614BBBK1659","706","1","","yagi-9-laird","55.0","55.0","","","","","6.0","","","","","","","","","","terminated"
"450","2","SG-1614BBBK1659","706","2","","yagi-9-laird","210.0","210.0","","","","","5.8","","","","","","","","","","terminated"
"450","2","SG-1614BBBK1659","706","3","","yagi-9-laird","130.0","130.0","","","","","5.6","","","","","","","","","","terminated"
"450","2","SG-1614BBBK1659","2251","1","","yagi-9-laird","55.0","55.0","","","","","3.6","","","","","","","","","","terminated"
"450","2","SG-1614BBBK1659","2251","2","","yagi-9-laird","210.0","210.0","","","","","3.4","","","","","","","","","","terminated"
"450","2","SG-1614BBBK1659","2251","3","","yagi-9-laird","130.0","130.0","","","","","3.2","","","","","","","","","","terminated"
"450","2","SG-1614BBBK1659","2265","1","","yagi-9-laird","55.0","55.0","","","","","6.0","","","","","","","","","","terminated"
"450","2","SG-1614BBBK1659","2265","2","","yagi-9-laird","210.0","210.0","","","","","5.8","","","","","","","","","","terminated"
"450","2","SG-1614BBBK1659","2265","3","","yagi-9-laird","130.0","130.0","","","","","5.6","","","","","","","","","","terminated"
"451","2","SG-1614BBBK1660","701","1","","yagi-9-laird","320.0","320.0","301.59677","","","","6.0","","","","","","","","","","terminated"
